ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
478;13.8;-14.2;6.94;3.88;Pozitivno;Da
479;18.3;-16.8;7.05;3.58;Pozitivno;Ne
480;29.5;-19.6;7.11;2.95;Pozitivno;Da
481;11.5;-17.1;6.97;3.71;Negativno;Da
482;21.0;-21.7;7.07;3.85;Pozitivno;Ne
483;20.5;-17.8;7.0;3.18;Pozitivno;Da
484;13.9;-17.1;6.98;3.37;Pozitivno;Da
485;25.9;-20.0;6.94;3.27;Pozitivno;Da
486;29.7;-17.7;6.58;3.63;Pozitivno;Da
487;15.2;-15.1;7.15;2.85;Pozitivno;Ne
488;13.1;-27.4;6.86;3.59;Pozitivno;Da
489;21.9;-17.3;6.86;4.01;Pozitivno;Ne
490;24.8;-15.7;6.96;3.24;Pozitivno;Da
491;7.8;-31.8;7.03;3.31;Pozitivno;Da
492;23.6;-14.1;6.72;4.04;Pozitivno;Da
493;22.5;-23.1;7.2;2.55;Pozitivno;Da
494;14.1;-20.3;7.01;3.87;Negativno;Da
495;17.8;-15.5;6.7;3.29;Pozitivno;Ne
496;13.9;-14.0;7.04;4.03;Pozitivno;Da
497;24.4;-17.7;6.96;3.49;Pozitivno;Da
498;14.6;-21.5;6.97;3.78;Pozitivno;Da
499;33.4;-9.1;6.54;2.92;Pozitivno;Da
500;23.8;-18.1;6.92;2.97;Pozitivno;Da
501;12.8;-20.4;6.59;3.53;Pozitivno;Da
502;22.0;-22.9;6.9;2.37;Pozitivno;Da
503;25.3;-23.6;6.81;3.86;Pozitivno;Ne
504;27.2;-17.8;7.4;4.12;Pozitivno;Da
505;19.2;-17.2;6.94;5.0;Pozitivno;Da
506;22.5;-12.8;6.6;3.49;Pozitivno;Ne
507;22.1;-28.8;7.03;3.68;Pozitivno;Da
508;12.0;-29.0;6.79;3.93;Pozitivno;Ne
509;20.8;-23.0;7.15;4.26;Negativno;Da
510;16.8;-25.9;6.81;2.65;Pozitivno;Da
511;14.6;-13.7;6.89;2.81;Pozitivno;Da
512;22.4;-17.9;7.24;3.81;Pozitivno;Da
513;14.2;-17.4;7.1;3.85;Pozitivno;Ne
514;24.0;-15.0;6.9;3.32;Pozitivno;Da
515;18.0;-19.4;6.57;3.04;Pozitivno;Da
516;20.6;-29.0;6.91;3.18;Pozitivno;Da
517;19.0;-23.3;7.06;3.94;Pozitivno;Da
518;23.4;-24.0;6.99;3.5;Pozitivno;Da
519;21.2;-13.8;6.76;3.65;Pozitivno;Da
520;26.0;-19.0;7.28;3.53;Pozitivno;Da
521;20.4;-25.1;7.15;3.4;Pozitivno;Ne
522;27.2;-19.8;7.01;2.83;Pozitivno;Da
523;16.2;-20.8;6.67;3.57;Pozitivno;Ne
524;19.9;-21.3;7.34;3.73;Pozitivno;Da
525;13.2;-22.8;7.04;3.64;Negativno;Da
526;23.5;-23.8;6.99;3.84;Pozitivno;Ne
527;17.3;-24.0;7.27;3.44;Pozitivno;Ne
528;23.6;-18.2;7.11;3.01;Pozitivno;Da
529;17.9;-20.5;6.96;3.19;Pozitivno;Da
530;23.3;-24.6;6.79;4.33;Pozitivno;Da
531;12.4;-15.8;7.03;3.82;Pozitivno;Da
532;8.9;-15.3;6.83;3.94;Pozitivno;Ne
533;21.4;-20.7;6.99;4.51;Pozitivno;Da
534;15.1;-16.4;6.84;3.08;Pozitivno;Ne
535;25.9;-6.0;7.11;3.46;Pozitivno;Da
536;11.8;-21.5;6.85;3.69;Negativno;Da
537;23.5;-17.1;6.88;4.25;Pozitivno;Da
538;18.4;-24.0;7.09;4.24;Pozitivno;Da
539;27.9;-26.4;7.02;2.47;Pozitivno;Da
540;27.2;-15.9;7.16;3.62;Pozitivno;Da
541;18.3;-28.7;6.9;3.96;Pozitivno;Da
542;24.6;-18.2;6.94;2.95;Negativno;Da
543;17.7;-27.8;7.05;3.97;Pozitivno;Da
544;17.6;-24.0;7.15;3.32;Pozitivno;Ne
545;19.2;-14.3;6.9;2.9;Negativno;Ne
546;26.0;-9.4;6.89;3.92;Pozitivno;Da
547;21.7;-19.4;7.32;3.45;Pozitivno;Ne
548;19.1;-21.7;7.22;2.59;Pozitivno;Ne
549;18.7;-14.5;7.18;3.94;Pozitivno;Da
550;18.5;-8.1;7.22;3.98;Pozitivno;Ne
551;18.4;-28.1;7.16;3.9;Pozitivno;Da
552;15.9;-25.2;6.91;3.51;Pozitivno;Da
553;15.2;-16.7;6.97;2.85;Pozitivno;Da
554;18.5;-18.9;6.75;3.74;Pozitivno;Da
555;10.5;-20.5;6.63;3.69;Pozitivno;Da
556;23.0;-21.9;7.16;3.84;Pozitivno;Da
557;24.2;-26.9;7.02;4.05;Pozitivno;Da
558;20.4;-15.6;7.09;1.59;Pozitivno;Da
559;18.5;-21.4;6.99;2.94;Pozitivno;Da
560;14.3;-17.6;6.82;4.23;Negativno;Da
561;17.0;-17.3;7.18;4.75;Pozitivno;Da
562;24.3;-10.3;6.88;3.02;Pozitivno;Da
563;26.4;-15.6;7.08;3.39;Pozitivno;Da
564;17.8;-25.6;7.18;3.78;Pozitivno;Da
565;15.9;-24.0;7.03;3.22;Negativno;Da
566;27.1;-29.5;7.01;3.15;Negativno;Da
567;14.2;-23.7;6.89;3.09;Pozitivno;Ne
568;29.5;-21.7;6.93;3.31;Pozitivno;Da
569;27.2;-14.6;6.71;3.52;Pozitivno;Da
570;22.7;-21.2;6.87;2.98;Pozitivno;Da
571;11.7;-25.1;7.1;3.52;Pozitivno;Da
572;23.6;-23.6;6.91;4.3;Pozitivno;Da
573;23.0;-23.2;7.16;4.23;Pozitivno;Da
574;13.6;-27.6;6.69;4.16;Pozitivno;Da
575;17.2;-18.1;6.75;3.32;Pozitivno;Da
576;16.1;-17.1;7.1;3.44;Pozitivno;Da
577;15.1;-11.9;7.43;3.4;Pozitivno;Ne
578;26.3;-24.9;6.85;3.81;Pozitivno;Da
579;25.0;-21.9;7.1;3.57;Pozitivno;Ne
580;21.8;-23.0;7.32;3.53;Pozitivno;Da
581;16.3;-23.1;7.15;3.67;Pozitivno;Da
582;20.6;-17.9;7.02;3.3;Pozitivno;Da
583;18.7;-19.1;7.04;4.08;Pozitivno;Da
584;16.4;-12.6;6.94;2.63;Negativno;Da
585;11.0;-22.5;7.22;3.81;Pozitivno;Ne
586;18.1;-23.1;7.03;3.98;Pozitivno;Ne
587;22.7;-28.0;7.16;3.38;Negativno;Da
588;20.5;-27.3;6.9;3.23;Pozitivno;Da
589;21.1;-21.5;6.95;2.83;Negativno;Da
590;15.4;-17.6;7.0;3.16;Pozitivno;Da
591;17.0;-23.4;6.83;2.96;Pozitivno;Da
592;22.3;-19.1;7.16;3.51;Pozitivno;Da
593;25.6;-20.2;7.28;3.5;Pozitivno;Da
594;23.1;-15.7;7.07;3.45;Pozitivno;Da
595;23.0;-22.4;6.86;2.66;Pozitivno;Da
596;20.3;-13.1;6.79;3.33;Pozitivno;Ne
597;20.2;-12.7;6.7;2.38;Pozitivno;Ne
598;27.9;-18.6;7.27;3.69;Pozitivno;Da
599;9.9;-17.0;7.05;3.4;Pozitivno;Da
600;24.8;-25.1;6.59;3.5;Pozitivno;Da
601;26.3;-19.8;7.06;3.67;Pozitivno;Da
602;20.3;-24.9;6.93;3.63;Pozitivno;Da
603;21.0;-20.8;7.33;2.72;Pozitivno;Da
604;17.5;-15.7;6.96;2.92;Pozitivno;Ne
605;24.0;-24.1;7.08;2.96;Pozitivno;Da
606;25.3;-21.4;7.32;3.63;Pozitivno;Da
607;24.3;-23.3;6.98;3.14;Pozitivno;Da
608;24.7;-29.1;6.46;3.43;Pozitivno;Da
609;21.0;-24.5;7.06;3.75;Pozitivno;Da
610;18.1;-22.1;7.24;3.79;Pozitivno;Da
611;18.4;-15.9;7.13;3.14;Pozitivno;Da
612;12.1;-26.7;7.21;3.99;Pozitivno;Da
613;19.1;-11.9;7.14;3.46;Pozitivno;Ne
614;27.0;-23.7;7.19;3.78;Pozitivno;Da
615;21.8;-20.2;7.15;4.38;Pozitivno;Da
616;17.3;-24.2;7.35;3.93;Pozitivno;Da
617;15.7;-27.6;7.06;2.65;Pozitivno;Da
618;17.6;-28.5;7.26;4.0;Pozitivno;Ne
619;15.3;-22.3;6.96;3.43;Pozitivno;Da
620;17.9;-24.0;6.82;3.52;Pozitivno;Ne
621;4.6;-17.2;7.18;3.68;Pozitivno;Da
622;21.3;-12.5;6.87;3.01;Pozitivno;Ne
623;6.3;-24.8;6.92;4.03;Pozitivno;Ne
624;11.8;-19.5;7.14;2.74;Pozitivno;Da
625;22.4;-18.3;6.99;2.87;Pozitivno;Da
626;20.5;-12.8;6.48;3.61;Pozitivno;Ne
627;23.1;-25.9;6.98;3.48;Pozitivno;Da
628;18.6;-23.5;7.0;4.26;Negativno;Ne
629;25.1;-12.3;7.01;3.9;Pozitivno;Da
630;12.4;-15.5;7.12;3.02;Pozitivno;Da
631;18.4;-24.5;6.98;2.79;Pozitivno;Da
632;9.5;-10.7;6.77;4.04;Pozitivno;Da
633;25.4;-16.8;6.96;3.47;Pozitivno;Da
634;28.4;-13.6;6.88;2.83;Pozitivno;Da
635;16.3;-21.6;7.0;3.63;Pozitivno;Da
636;19.2;-19.7;7.04;3.2;Pozitivno;Da
637;16.3;-23.6;6.91;3.42;Pozitivno;Da
638;34.6;-14.8;7.17;3.58;Negativno;Da
639;17.8;-28.5;6.78;3.4;Pozitivno;Da
640;9.1;-19.3;7.25;2.68;Pozitivno;Ne
641;15.6;-17.3;6.93;3.81;Pozitivno;Da
642;27.6;-24.7;6.97;3.35;Negativno;Da
643;25.8;-26.2;6.63;2.85;Pozitivno;Da
644;26.6;-25.3;6.92;3.99;Pozitivno;Da
645;24.9;-20.1;6.55;3.74;Negativno;Da
646;22.9;-19.9;7.41;3.29;Pozitivno;Ne
647;29.4;-23.7;7.05;3.11;Pozitivno;Da
648;16.0;-16.7;6.83;3.27;Pozitivno;Ne
649;29.6;-21.5;6.75;3.93;Pozitivno;Da
650;26.7;-22.1;7.05;3.62;Pozitivno;Da
651;25.4;-14.9;6.82;3.15;Pozitivno;Da
652;19.1;-17.7;6.64;4.13;Pozitivno;Da
653;17.7;-17.9;7.01;4.07;Pozitivno;Ne
654;21.0;-20.5;7.04;3.88;Pozitivno;Da
655;30.6;-23.3;6.94;2.66;Pozitivno;Da
656;13.4;-24.8;7.13;4.25;Pozitivno;Da
657;15.5;-17.2;6.77;4.12;Negativno;Da
658;19.4;-11.3;7.3;3.77;Pozitivno;Da
659;26.9;-10.5;6.9;3.53;Pozitivno;Da
660;19.0;-16.8;6.99;3.24;Pozitivno;Da
661;4.9;-18.3;7.03;3.34;Pozitivno;Da
662;14.8;-26.3;7.12;2.29;Pozitivno;Ne
663;26.9;-22.6;7.2;3.32;Pozitivno;Da
664;23.3;-12.5;6.87;3.5;Pozitivno;Da
665;28.0;-18.1;6.84;3.95;Pozitivno;Da
666;27.4;-17.2;6.72;3.47;Negativno;Da
667;24.9;-15.2;7.3;3.27;Pozitivno;Da
668;16.8;-22.8;7.17;3.37;Pozitivno;Da
669;26.1;-15.3;6.89;3.38;Pozitivno;Da
670;11.3;-23.1;6.9;3.22;Pozitivno;Da
671;24.8;-27.8;6.84;3.33;Pozitivno;Da
672;15.5;-21.4;6.86;2.83;Pozitivno;Ne
673;25.9;-28.0;6.9;3.86;Pozitivno;Da
674;24.1;-7.4;7.3;3.54;Pozitivno;Da
675;22.4;-21.4;6.87;3.73;Pozitivno;Ne
676;28.7;-15.3;7.0;3.11;Pozitivno;Da
677;29.2;-21.6;7.21;3.65;Pozitivno;Da
678;14.8;-20.6;6.88;3.81;Pozitivno;Ne
679;22.4;-28.1;7.1;3.57;Pozitivno;Da
680;28.1;-23.1;7.28;4.41;Pozitivno;Da
681;21.2;-16.4;7.05;3.52;Pozitivno;Da
682;20.4;-10.8;7.15;3.72;Pozitivno;Da
683;18.9;-16.2;6.8;4.29;Pozitivno;Da
684;26.1;-20.7;6.78;3.95;Pozitivno;Ne
685;21.7;-18.4;6.74;3.85;Pozitivno;Da
686;25.7;-20.2;7.04;3.53;Pozitivno;Da
687;21.7;-15.4;6.88;4.51;Pozitivno;Da
688;25.9;-15.4;6.95;2.96;Pozitivno;Da
689;16.8;-20.8;7.12;4.16;Pozitivno;Da
690;23.0;-14.9;7.08;3.2;Pozitivno;Da
691;15.5;-21.9;6.96;3.51;Pozitivno;Da
692;13.4;-17.5;7.03;3.74;Negativno;Da
693;23.6;-19.6;7.0;3.3;Pozitivno;Da
694;18.7;-22.0;7.04;3.96;Pozitivno;Da
695;15.6;-21.9;7.52;3.57;Pozitivno;Da
696;17.4;-19.3;7.39;3.2;Pozitivno;Da
697;25.4;-26.8;7.2;3.27;Pozitivno;Da
698;17.5;-22.7;7.02;4.22;Pozitivno;Da
699;26.2;-22.7;6.75;3.99;Pozitivno;Da
700;31.1;-22.2;7.18;3.55;Pozitivno;Da
701;11.5;-18.5;7.07;3.47;Pozitivno;Da
702;19.9;-23.5;6.91;3.1;Pozitivno;Da
703;19.6;-10.0;6.83;3.56;Pozitivno;Da
704;23.3;-18.3;6.8;3.3;Pozitivno;Ne
705;21.6;-18.5;7.38;3.7;Negativno;Ne
706;22.9;-14.5;6.84;3.39;Pozitivno;Da
707;19.8;-16.3;7.19;2.78;Pozitivno;Ne
708;25.7;-17.0;7.61;3.36;Pozitivno;Da
709;20.5;-9.4;7.06;4.22;Pozitivno;Da
710;18.6;-28.7;6.95;4.06;Pozitivno;Da
711;20.7;-15.3;6.97;2.52;Pozitivno;Da
712;20.4;-26.3;7.0;3.01;Pozitivno;Ne
713;16.8;-22.6;7.35;3.85;Pozitivno;Da
714;19.5;-15.8;7.12;3.31;Pozitivno;Da
715;17.0;-24.2;7.11;4.31;Pozitivno;Da
716;12.3;-22.0;7.23;2.21;Pozitivno;Da
717;18.8;-12.3;7.47;3.52;Pozitivno;Da
718;17.5;-17.4;6.69;4.55;Pozitivno;Da
719;20.2;-16.1;6.58;3.37;Negativno;Da
720;21.4;-30.6;6.83;3.14;Pozitivno;Ne
721;14.0;-20.5;7.15;3.71;Pozitivno;Da
722;16.2;-24.1;6.89;3.61;Pozitivno;Ne
723;17.9;-7.5;7.62;3.44;Pozitivno;Da
724;19.6;-23.9;7.13;3.19;Pozitivno;Da
725;21.5;-25.3;6.88;2.86;Pozitivno;Da
726;29.8;-23.3;7.12;3.76;Pozitivno;Da
727;24.8;-13.2;6.86;3.68;Pozitivno;Da
728;21.6;-28.7;7.16;3.27;Pozitivno;Da
729;9.4;-15.5;7.05;3.69;Pozitivno;Da
730;16.2;-18.6;6.54;2.69;Pozitivno;Ne
731;21.9;-19.4;7.11;4.28;Pozitivno;Da
732;30.2;-13.6;7.25;2.93;Pozitivno;Da
733;19.4;-23.9;6.86;3.42;Pozitivno;Ne
734;15.8;-18.1;6.73;4.11;Pozitivno;Da
735;18.1;-15.0;7.46;3.74;Pozitivno;Da
736;22.6;-15.4;6.73;3.91;Pozitivno;Da
737;15.9;-21.1;7.08;3.31;Pozitivno;Da
738;25.1;-15.2;6.81;3.97;Negativno;Ne
739;18.3;-30.9;7.17;3.63;Pozitivno;Ne
740;19.7;-26.0;7.19;2.82;Pozitivno;Da
741;23.8;-19.5;6.97;3.35;Pozitivno;Da
742;22.3;-16.9;6.85;4.13;Pozitivno;Da
743;14.7;-25.8;6.94;3.21;Pozitivno;Ne
744;19.7;-18.5;6.91;3.93;Pozitivno;Da
745;14.2;-18.2;6.89;4.06;Negativno;Da
746;5.6;-23.2;6.67;3.27;Negativno;Da
747;11.8;-18.6;6.91;3.72;Pozitivno;Da
748;24.2;-24.0;7.16;3.46;Pozitivno;Da
749;19.4;-24.1;7.14;3.41;Pozitivno;Da
750;22.8;-21.4;6.83;4.1;Pozitivno;Da
751;5.0;-54.3;7.1;0.03;Negativno;Ne
752;4.9;-63.0;7.27;0.47;Negativno;Ne
753;5.4;-56.1;10.3;0.01;Negativno;Ne
754;5.0;-59.4;9.01;0.17;Negativno;Ne
755;0.5;-47.3;9.72;0.39;Negativno;Ne
756;11.4;-67.6;8.03;0.15;Negativno;Ne
757;1.5;-52.1;9.14;0.15;Negativno;Ne
758;0.0;-57.1;5.62;0.05;Negativno;Ne
759;0.4;-64.7;8.07;0.29;Negativno;Ne
760;0.9;-50.4;6.26;0.44;Negativno;Ne
761;15.4;-65.6;5.63;1.3;Negativno;Ne
762;2.1;-64.4;3.75;0.06;Negativno;Ne
763;18.8;-50.9;10.12;0.24;Negativno;Ne
764;5.3;-66.9;6.73;0.28;Negativno;Ne
765;11.6;-43.8;9.16;0.32;Negativno;Ne
766;7.7;-62.1;3.38;0.07;Negativno;Ne
767;1.2;-65.9;8.61;0.79;Negativno;Ne
768;7.0;-59.4;5.87;0.13;Negativno;Ne
769;4.7;-53.6;7.11;0.22;Negativno;Ne
770;0.1;-60.9;7.41;0.22;Negativno;Ne
771;3.0;-52.0;7.31;0.21;Negativno;Ne
772;0.4;-60.1;5.37;0.17;Negativno;Ne
773;9.9;-63.5;5.67;0.18;Negativno;Ne
774;6.7;-48.3;8.63;0.95;Negativno;Ne
775;1.8;-68.6;8.33;0.15;Negativno;Ne
776;1.1;-47.6;6.62;0.26;Negativno;Ne
777;3.2;-53.9;5.79;0.2;Negativno;Ne
778;10.5;-77.2;8.73;0.93;Negativno;Ne
779;0.0;-54.9;7.62;0.5;Negativno;Ne
780;10.7;-78.0;6.54;0.19;Negativno;Ne
781;8.4;-65.4;7.36;0.82;Negativno;Ne
782;3.9;-65.2;7.89;0.25;Negativno;Ne
783;18.7;-65.5;10.22;0.16;Negativno;Ne
784;5.0;-50.3;6.35;2.27;Negativno;Ne
785;0.6;-50.2;8.13;0.31;Negativno;Ne
786;5.4;-56.8;8.42;0.2;Negativno;Ne
787;0.5;-66.8;6.19;0.0;Negativno;Ne
788;5.7;-42.5;7.22;0.36;Negativno;Ne
789;0.0;-78.0;7.69;1.98;Negativno;Ne
790;2.6;-55.4;5.19;0.76;Negativno;Ne
791;2.2;-64.3;4.2;1.34;Negativno;Ne
792;0.2;-66.5;5.29;0.69;Negativno;Ne
793;3.7;-64.8;10.73;0.74;Negativno;Ne
794;12.6;-77.8;8.52;0.42;Negativno;Ne
795;1.5;-62.6;8.64;0.03;Negativno;Ne
796;1.6;-61.5;8.6;0.5;Negativno;Ne
797;4.5;-50.2;6.31;0.87;Negativno;Ne
798;9.8;-62.8;9.57;0.09;Negativno;Ne
799;2.4;-57.2;6.71;0.16;Negativno;Ne
800;6.1;-60.8;3.79;1.28;Negativno;Ne
801;1.2;-51.1;7.25;0.53;Negativno;Ne
802;1.1;-63.2;8.94;0.72;Negativno;Ne
803;13.5;-69.0;3.48;0.42;Negativno;Ne
804;25.9;-66.1;5.4;0.56;Negativno;Ne
805;14.8;-49.6;4.8;0.09;Negativno;Ne
806;1.3;-61.3;8.83;0.82;Negativno;Ne
807;8.2;-84.4;6.09;0.59;Negativno;Ne
808;2.5;-62.3;7.15;0.52;Negativno;Ne
809;1.2;-54.1;4.98;0.9;Negativno;Ne
810;0.1;-71.2;6.32;0.07;Negativno;Ne
811;3.8;-67.2;7.39;0.04;Negativno;Ne
812;1.7;-74.4;8.66;0.28;Negativno;Ne
813;17.7;-63.1;5.59;0.29;Negativno;Ne
814;0.3;-59.4;6.61;0.02;Negativno;Ne
815;6.0;-70.1;5.51;0.7;Negativno;Ne
816;6.9;-54.3;8.42;1.48;Negativno;Ne
817;0.6;-76.2;10.1;0.97;Negativno;Ne
818;4.7;-68.1;5.96;0.32;Negativno;Ne
819;15.9;-64.7;6.42;0.89;Negativno;Ne
820;2.4;-64.6;11.48;0.91;Negativno;Ne
821;0.7;-52.9;4.08;0.54;Negativno;Ne
822;9.6;-48.9;3.73;0.13;Negativno;Ne
823;1.9;-70.0;7.53;0.16;Negativno;Ne
824;11.2;-71.6;2.56;0.63;Negativno;Ne
825;7.4;-62.4;6.2;0.31;Negativno;Ne
826;2.8;-65.5;9.15;0.25;Negativno;Ne
827;0.7;-48.2;5.68;0.42;Negativno;Ne
828;0.4;-60.7;8.43;0.16;Negativno;Ne
829;5.5;-46.7;5.73;0.39;Negativno;Ne
830;3.6;-73.9;4.6;0.52;Negativno;Ne
831;2.0;-53.1;7.2;0.15;Negativno;Ne
832;0.6;-80.5;6.07;0.57;Negativno;Ne
833;4.2;-51.6;7.8;1.96;Negativno;Ne
834;8.8;-59.3;4.56;1.14;Negativno;Ne
835;3.8;-63.0;10.26;0.92;Negativno;Ne
836;12.4;-57.0;4.22;0.48;Negativno;Ne
837;0.9;-43.2;7.87;0.1;Negativno;Ne
838;1.6;-68.6;8.89;0.41;Negativno;Ne
839;3.9;-73.1;6.17;0.57;Negativno;Ne
840;9.2;-65.6;4.6;0.11;Negativno;Ne
841;4.5;-70.6;6.13;1.04;Negativno;Ne
842;8.6;-65.5;8.35;0.18;Negativno;Ne
843;4.3;-54.8;5.52;0.01;Negativno;Ne
844;1.1;-74.0;7.69;1.8;Negativno;Ne
845;2.1;-52.4;9.1;0.02;Negativno;Ne
846;2.8;-51.5;4.18;0.13;Negativno;Ne
847;10.5;-51.7;6.11;0.12;Negativno;Ne
848;2.5;-47.0;7.3;0.02;Negativno;Ne
849;1.1;-33.1;5.86;1.09;Negativno;Ne
850;2.1;-43.8;6.05;0.37;Negativno;Ne
851;0.2;-65.9;8.02;0.14;Negativno;Ne
852;5.5;-52.1;4.92;0.0;Negativno;Ne
853;2.0;-60.9;3.3;0.19;Negativno;Ne
854;5.2;-71.9;6.48;0.42;Negativno;Ne
855;0.4;-40.6;9.6;0.04;Negativno;Ne
856;1.7;-63.9;6.27;0.17;Negativno;Ne
857;0.1;-56.3;6.28;0.31;Negativno;Ne
858;3.8;-54.4;7.22;1.93;Negativno;Ne
859;5.1;-45.0;7.2;0.41;Negativno;Ne
860;2.5;-56.0;6.5;0.48;Negativno;Ne
861;1.8;-69.9;7.22;1.51;Negativno;Ne
862;1.6;-55.4;5.07;0.41;Negativno;Ne
863;7.7;-52.2;8.08;0.34;Negativno;Ne
864;0.9;-52.4;5.01;0.94;Negativno;Ne
865;6.1;-64.5;3.55;0.16;Negativno;Ne
866;2.1;-81.5;7.2;0.64;Negativno;Ne
867;9.7;-76.4;9.75;0.3;Negativno;Ne
868;0.4;-61.5;6.36;0.05;Negativno;Ne
869;14.6;-71.2;8.09;0.33;Negativno;Ne
870;1.1;-63.9;7.6;0.52;Negativno;Ne
871;6.2;-63.9;8.38;2.42;Negativno;Ne
872;4.0;-45.8;7.66;0.2;Negativno;Ne
873;9.0;-86.0;5.4;0.12;Negativno;Ne
874;2.5;-47.9;7.92;0.15;Negativno;Ne
875;4.5;-63.5;6.28;0.07;Negativno;Ne
876;5.0;-52.6;4.32;0.85;Negativno;Ne
877;1.1;-61.6;7.7;0.18;Negativno;Ne
878;6.4;-68.7;9.46;0.8;Negativno;Ne
879;5.8;-78.2;4.55;0.16;Negativno;Ne
880;9.5;-46.1;6.89;0.64;Negativno;Ne
881;3.6;-49.7;6.93;0.2;Negativno;Ne
882;1.3;-58.2;6.91;0.8;Negativno;Ne
883;0.6;-79.7;6.21;0.26;Negativno;Ne
884;9.1;-70.0;8.02;0.19;Negativno;Ne
885;5.1;-69.6;12.25;0.07;Negativno;Ne
886;2.3;-65.7;8.34;0.11;Negativno;Ne
887;0.3;-98.2;4.6;0.44;Negativno;Ne
888;16.0;-68.7;10.7;1.31;Negativno;Ne
889;6.4;-66.5;6.87;0.18;Negativno;Ne
890;0.9;-51.0;7.79;0.57;Negativno;Ne
891;2.8;-50.8;6.47;0.29;Negativno;Ne
892;4.5;-58.0;8.22;0.89;Negativno;Ne
893;4.0;-45.8;7.79;0.37;Negativno;Ne
894;9.4;-65.5;6.52;0.92;Negativno;Ne
895;25.6;-66.7;11.46;0.24;Negativno;Ne
896;1.0;-59.0;1.37;1.09;Negativno;Ne
897;5.6;-75.9;5.54;0.71;Negativno;Ne
898;0.7;-71.0;10.33;0.07;Negativno;Ne
899;4.8;-49.9;8.17;2.33;Negativno;Ne
900;1.3;-68.4;4.56;2.27;Negativno;Ne
901;10.7;-70.8;8.81;0.28;Negativno;Ne
902;1.1;-64.4;12.41;0.01;Negativno;Ne
903;0.1;-68.6;12.14;0.16;Negativno;Ne
904;1.6;-71.2;8.34;1.05;Negativno;Ne
905;7.3;-53.0;7.6;0.73;Negativno;Ne
906;19.2;-78.7;9.97;0.45;Negativno;Ne
907;5.4;-76.4;6.68;1.29;Negativno;Ne
908;4.8;-62.0;3.25;0.89;Negativno;Ne
909;7.9;-47.6;3.96;0.1;Negativno;Ne
910;5.7;-39.2;6.67;1.76;Negativno;Ne
911;15.0;-48.2;6.79;0.73;Negativno;Ne
912;6.9;-61.4;8.1;0.31;Negativno;Ne
913;18.3;-53.8;7.4;0.76;Negativno;Ne
914;5.2;-65.3;7.45;0.2;Negativno;Ne
915;6.7;-79.6;8.83;0.12;Negativno;Ne
916;2.7;-57.9;5.44;1.18;Negativno;Ne
917;1.6;-63.3;7.18;0.04;Negativno;Ne
918;5.1;-67.4;8.61;0.7;Negativno;Ne
919;0.3;-62.3;5.24;1.91;Negativno;Ne
920;6.3;-56.0;4.51;0.36;Negativno;Ne
921;22.5;-67.2;8.04;0.96;Negativno;Ne
922;1.4;-58.9;5.31;1.41;Negativno;Ne
923;4.0;-72.4;5.14;0.18;Negativno;Ne
924;5.7;-54.7;6.69;0.55;Negativno;Ne
925;5.9;-49.4;8.46;1.04;Negativno;Ne
926;2.9;-49.0;6.88;0.1;Negativno;Ne
927;2.9;-53.9;7.92;0.33;Negativno;Ne
928;4.6;-66.6;5.63;0.05;Negativno;Ne
929;0.7;-72.8;8.44;0.04;Negativno;Ne
930;4.0;-61.4;10.96;0.09;Negativno;Ne
931;11.1;-53.8;6.92;0.64;Negativno;Ne
932;9.6;-43.7;8.82;0.35;Negativno;Ne
933;21.8;-62.0;7.34;1.92;Negativno;Ne
934;4.9;-49.8;5.84;0.78;Negativno;Ne
935;15.6;-70.4;6.1;0.61;Negativno;Ne
936;0.3;-61.7;7.68;1.03;Negativno;Ne
937;2.7;-46.8;1.1;0.53;Negativno;Ne
938;1.1;-59.2;7.19;1.73;Negativno;Ne
939;7.8;-45.9;9.0;0.1;Negativno;Ne
940;5.7;-71.1;8.34;0.97;Negativno;Ne
941;1.1;-47.6;6.61;0.46;Negativno;Ne
942;4.9;-83.7;4.95;0.22;Negativno;Ne
943;5.7;-65.2;8.79;1.21;Negativno;Ne
944;3.4;-67.0;5.72;0.48;Negativno;Ne
945;1.4;-59.9;4.87;0.37;Negativno;Ne
946;0.5;-69.2;8.98;0.63;Negativno;Ne
947;2.0;-66.2;9.65;0.13;Negativno;Ne
948;2.5;-52.2;7.79;0.13;Negativno;Ne
949;1.9;-72.9;6.9;0.22;Negativno;Ne
950;20.5;-67.9;7.57;1.22;Negativno;Ne
951;5.3;-61.2;7.77;0.07;Negativno;Ne
952;4.0;-36.8;10.52;0.12;Negativno;Ne
953;10.0;-39.2;9.03;1.76;Pozitivno;Ne
954;10.7;-66.1;7.39;0.71;Negativno;Ne
955;4.0;-66.4;9.68;0.11;Negativno;Ne
956;7.6;-68.4;8.77;0.68;Negativno;Ne
957;1.4;-70.5;7.44;0.07;Negativno;Ne
958;1.6;-59.0;7.76;1.13;Negativno;Ne
959;1.2;-52.3;4.98;0.94;Negativno;Ne
960;6.3;-52.2;5.45;1.09;Negativno;Ne
961;0.5;-54.8;4.3;1.2;Negativno;Ne
962;7.4;-65.5;8.59;0.59;Negativno;Ne
963;4.3;-58.4;5.09;0.86;Negativno;Ne
964;4.0;-56.9;6.48;1.01;Negativno;Ne
